paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info,opsin_smiles,opsin_inchi,pubchem_smiles,pubchem_inchi,cir_smiles,cir_inchi,selected_inchi,selected_count,selected_sources
[0591],Compound 10,Heptadecan-9-yl (R)-8-((2-hydroxypropyl)(8-(nonyloxy)-8-oxooctyl) amino)octanoate,,,False,"UPLC/ELSD: RT=3.73 min. MS (ES): m/z (MH+) 725.10 for C45H89NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (p, 1H); 4.05 (t, 2H); 3.80-3.54 (br. m, 1H); 2.61-2.13 (br. m, 9H); 1.69-1.03 (br. m, 67H); 0.88 (m, 9H)",O[C@@H](CN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)C,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m1/s1",,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)C[C@@H](C)O,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m1/s1","InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m1/s1",2,OPSIN;CIR
[0591],Compound 11,Heptadecan-9-yl (R)-8-((2-hydroxypropyl)(8-(nonyloxy)-8-oxooctyl) amino)octanoate,,,False,,O[C@@H](CN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)C,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m1/s1",,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)C[C@@H](C)O,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m1/s1","InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m1/s1",2,OPSIN;CIR
[0595],Compound 12,Heptadecan-9-yl (S)-8-((2-hydroxypropyl)(8-(nonyloxy)-8-oxooctyl) amino)octanoate,,,False,,O[C@H](CN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)C,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m0/s1",,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)C[C@H](C)O,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m0/s1","InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-40-50-44(48)36-29-22-18-24-31-38-46(41-42(4)47)39-32-25-19-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3/t42-/m0/s1",2,OPSIN;CIR
[0599],Compound 13,Heptadecan-9-yl 8-((2-hydroxybutyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,OC(CN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)CC,"InChI=1/C46H91NO5/c1-5-9-12-15-18-27-34-41-51-45(49)37-30-23-19-25-32-39-47(42-43(48)8-4)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3",,"InChI=1S/C46H91NO5/c1-5-9-12-15-18-27-34-41-51-45(49)37-30-23-19-25-32-39-47(42-43(48)8-4)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CC(O)CC,"InChI=1/C46H91NO5/c1-5-9-12-15-18-27-34-41-51-45(49)37-30-23-19-25-32-39-47(42-43(48)8-4)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3","InChI=1/C46H91NO5/c1-5-9-12-15-18-27-34-41-51-45(49)37-30-23-19-25-32-39-47(42-43(48)8-4)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3",2,OPSIN;CIR
[0603],Compound 14,Heptadecan-9-yl 8-((2-(dimethylamino)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,CN(CCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)C,"InChI=1/C46H92N2O4/c1-6-9-12-15-18-27-34-43-51-45(49)37-30-23-19-25-32-39-48(42-41-47(4)5)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h44H,6-43H2,1-5H3",,"InChI=1S/C46H92N2O4/c1-6-9-12-15-18-27-34-43-51-45(49)37-30-23-19-25-32-39-48(42-41-47(4)5)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h44H,6-43H2,1-5H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCN(C)C,"InChI=1/C46H92N2O4/c1-6-9-12-15-18-27-34-43-51-45(49)37-30-23-19-25-32-39-48(42-41-47(4)5)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h44H,6-43H2,1-5H3","InChI=1/C46H92N2O4/c1-6-9-12-15-18-27-34-43-51-45(49)37-30-23-19-25-32-39-48(42-41-47(4)5)40-33-26-20-24-31-38-46(50)52-44(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h44H,6-43H2,1-5H3",2,OPSIN;CIR
[0607],Compound 15,Heptadecan-9-yl 8-((2-methoxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,COCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-41-50-44(47)36-29-22-18-24-31-38-46(40-42-49-4)39-32-25-19-23-30-37-45(48)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h43H,5-42H2,1-4H3",,"InChI=1S/C45H89NO5/c1-5-8-11-14-17-26-33-41-50-44(47)36-29-22-18-24-31-38-46(40-42-49-4)39-32-25-19-23-30-37-45(48)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h43H,5-42H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCOC,"InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-41-50-44(47)36-29-22-18-24-31-38-46(40-42-49-4)39-32-25-19-23-30-37-45(48)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h43H,5-42H2,1-4H3","InChI=1/C45H89NO5/c1-5-8-11-14-17-26-33-41-50-44(47)36-29-22-18-24-31-38-46(40-42-49-4)39-32-25-19-23-30-37-45(48)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h43H,5-42H2,1-4H3",2,OPSIN;CIR
[0611],Compound 15,Heptadecan-9-yl 8-((3-methoxypropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,"UPLC/ELSD: RT=3.90 min. MS (ES): m/z (MH+) 725.19 for C45H89NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (p, 1H); 4.05 (t, 2H); 3.43 (m, 2H); 3.34 (s, 3H); 2.61 (m, 2H); 2.43 (m, 3H); 2.29 (m, 4H); 1.70-1.15 (br. m, 63H); 0.88 (m, 9H).",COCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3",,"InChI=1S/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCOC,"InChI=1/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3","InChI=1/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3",2,OPSIN;CIR
[0611],Compound 16,Heptadecan-9-yl 8-((3-methoxypropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,COCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3",,"InChI=1S/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCOC,"InChI=1/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3","InChI=1/C46H91NO5/c1-5-8-11-14-17-26-33-43-51-45(48)37-29-22-18-24-31-39-47(41-34-42-50-4)40-32-25-19-23-30-38-46(49)52-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3",2,OPSIN;CIR
[0615],Compound 17,Heptadecan-9-yl 8-((2-(2-(dimethylamino)ethoxy)ethyl) (8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,CN(CCOCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)C,"InChI=1/C48H96N2O5/c1-6-9-12-15-18-27-34-43-54-47(51)37-30-23-19-25-32-39-50(42-45-53-44-41-49(4)5)40-33-26-20-24-31-38-48(52)55-46(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h46H,6-45H2,1-5H3",,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCOCCN(C)C,"InChI=1/C48H96N2O5/c1-6-9-12-15-18-27-34-43-54-47(51)37-30-23-19-25-32-39-50(42-45-53-44-41-49(4)5)40-33-26-20-24-31-38-48(52)55-46(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h46H,6-45H2,1-5H3","InChI=1/C48H96N2O5/c1-6-9-12-15-18-27-34-43-54-47(51)37-30-23-19-25-32-39-50(42-45-53-44-41-49(4)5)40-33-26-20-24-31-38-48(52)55-46(35-28-21-16-13-10-7-2)36-29-22-17-14-11-8-3/h46H,6-45H2,1-5H3",2,OPSIN;CIR
[0619],Compound 18,Heptadecan-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",,"InChI=1S/C44H87NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3","InChI=1/C44H87NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",2,OPSIN;CIR
[0624],Compound 19,Heptadecan-9-yl 8-((3-hydroxypropyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,"UPLC/ELSD: RT=3.59 min. MS (ES): m/z (MH+) 710.89 for C44H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.86 (m, 1H); 4.05 (t, 2H); 3.53 (br. m, 2H); 2.83-2.36 (br. m, 5H); 2.29 (m, 4H); 0.96-1.71 (m, 64H); 0.88 (m, 9H).",,,,,,,,0,
[0628],Compound 20,Heptadecan-9-yl 8-((4-hydroxybutyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,OCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C46H91NO5/c1-4-7-10-13-16-25-34-43-51-45(49)37-28-21-17-23-30-39-47(41-32-33-42-48)40-31-24-18-22-29-38-46(50)52-44(35-26-19-14-11-8-5-2)36-27-20-15-12-9-6-3/h44,48H,4-43H2,1-3H3",,"InChI=1S/C46H91NO5/c1-4-7-10-13-16-25-34-43-51-45(49)37-28-21-17-23-30-39-47(41-32-33-42-48)40-31-24-18-22-29-38-46(50)52-44(35-26-19-14-11-8-5-2)36-27-20-15-12-9-6-3/h44,48H,4-43H2,1-3H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C46H91NO5/c1-4-7-10-13-16-25-34-43-51-45(49)37-28-21-17-23-30-39-47(41-32-33-42-48)40-31-24-18-22-29-38-46(50)52-44(35-26-19-14-11-8-5-2)36-27-20-15-12-9-6-3/h44,48H,4-43H2,1-3H3","InChI=1/C46H91NO5/c1-4-7-10-13-16-25-34-43-51-45(49)37-28-21-17-23-30-39-47(41-32-33-42-48)40-31-24-18-22-29-38-46(50)52-44(35-26-19-14-11-8-5-2)36-27-20-15-12-9-6-3/h44,48H,4-43H2,1-3H3",2,OPSIN;CIR
[0636],Compound 21,Heptadecan-9-yl 8-((2-cyanoethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,"MS (ES): m/z (MH+) 720.18 for C45H86N2O4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.88 (p, 1H); 4.07 (t, 2H); 2.81 (m, 2H); 2.44 (m, 5H); 2.30 (m, 4H); 1.73-1.18 (br. m, 63H); 0.89 (m, 9H).",C(#N)CCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C45H86N2O4/c1-4-7-10-13-16-25-32-42-50-44(48)36-28-21-17-23-30-39-47(41-33-38-46)40-31-24-18-22-29-37-45(49)51-43(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43H,4-37,39-42H2,1-3H3",,"InChI=1S/C45H86N2O4/c1-4-7-10-13-16-25-32-42-50-44(48)36-28-21-17-23-30-39-47(41-33-38-46)40-31-24-18-22-29-37-45(49)51-43(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43H,4-37,39-42H2,1-3H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCC#N,"InChI=1/C45H86N2O4/c1-4-7-10-13-16-25-32-42-50-44(48)36-28-21-17-23-30-39-47(41-33-38-46)40-31-24-18-22-29-37-45(49)51-43(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43H,4-37,39-42H2,1-3H3","InChI=1/C45H86N2O4/c1-4-7-10-13-16-25-32-42-50-44(48)36-28-21-17-23-30-39-47(41-33-38-46)40-31-24-18-22-29-37-45(49)51-43(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43H,4-37,39-42H2,1-3H3",2,OPSIN;CIR
[0640],Compound 23,Heptadecan-9-yl 10-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) decanoate,,,False,,,,,,,,,0,
[0644],Compound 24,Heptadecan-9-yl (Z)-8-((2-hydroxyethyl) (8-(non-2-en-1-yloxy)-8-oxooctyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OC\C=C/CCCCCC,"InChI=1/C44H85NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h25,32,42,46H,4-24,26-31,33-41H2,1-3H3/b32-25-",,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC\C=C/CCCCCC,"InChI=1/C44H85NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h25,32,42,46H,4-24,26-31,33-41H2,1-3H3/b32-25-","InChI=1/C44H85NO5/c1-4-7-10-13-16-25-32-41-49-43(47)35-28-21-17-23-30-37-45(39-40-46)38-31-24-18-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h25,32,42,46H,4-24,26-31,33-41H2,1-3H3/b32-25-",2,OPSIN;CIR
[0648],Compound 25,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecyloxy)hexyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCC(OCCCCCCCCCCC)=O,"InChI=1/C44H87NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h42,46H,4-41H2,1-3H3",,"InChI=1S/C44H87NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h42,46H,4-41H2,1-3H3",CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h42,46H,4-41H2,1-3H3","InChI=1/C44H87NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h42,46H,4-41H2,1-3H3",2,OPSIN;CIR
[0652],Compound 26,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-(nonyloxy)-4-oxobutyl)amino) octanoate,,,False,,,,,,,,,0,
[0656],Compound 27,Nonyl 8-((6-(heptadecan-9-yloxy)-6-oxohexyl)(2-hydroxyethyl)amino) octanoate,,,False,,,,,,,,,0,
[0660],Compound 28,Heptadecan-9-yl 8-((8-((2-hexylcyclopropyl)methoxy)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate,,,False,,C(CCCCC)C1C(C1)COC(CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO)=O,"InChI=1/C45H87NO5/c1-4-7-10-13-17-24-31-43(32-25-18-14-11-8-5-2)51-45(49)34-27-20-16-22-29-36-46(37-38-47)35-28-21-15-19-26-33-44(48)50-40-42-39-41(42)30-23-12-9-6-3/h41-43,47H,4-40H2,1-3H3",,"InChI=1S/C45H87NO5/c1-4-7-10-13-17-24-31-43(32-25-18-14-11-8-5-2)51-45(49)34-27-20-16-22-29-36-46(37-38-47)35-28-21-15-19-26-33-44(48)50-40-42-39-41(42)30-23-12-9-6-3/h41-43,47H,4-40H2,1-3H3",CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OCC1CC1CCCCCC,"InChI=1/C45H87NO5/c1-4-7-10-13-17-24-31-43(32-25-18-14-11-8-5-2)51-45(49)34-27-20-16-22-29-36-46(37-38-47)35-28-21-15-19-26-33-44(48)50-40-42-39-41(42)30-23-12-9-6-3/h41-43,47H,4-40H2,1-3H3","InChI=1/C45H87NO5/c1-4-7-10-13-17-24-31-43(32-25-18-14-11-8-5-2)51-45(49)34-27-20-16-22-29-36-46(37-38-47)35-28-21-15-19-26-33-44(48)50-40-42-39-41(42)30-23-12-9-6-3/h41-43,47H,4-40H2,1-3H3",2,OPSIN;CIR
[0664],Compound 29,"Di(heptadecan-9-yl) 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate",,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C52H103NO5/c1-5-9-13-17-23-31-39-49(40-32-24-18-14-10-6-2)57-51(55)43-35-27-21-29-37-45-53(47-48-54)46-38-30-22-28-36-44-52(56)58-50(41-33-25-19-15-11-7-3)42-34-26-20-16-12-8-4/h49-50,54H,5-48H2,1-4H3",,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C52H103NO5/c1-5-9-13-17-23-31-39-49(40-32-24-18-14-10-6-2)57-51(55)43-35-27-21-29-37-45-53(47-48-54)46-38-30-22-28-36-44-52(56)58-50(41-33-25-19-15-11-7-3)42-34-26-20-16-12-8-4/h49-50,54H,5-48H2,1-4H3","InChI=1/C52H103NO5/c1-5-9-13-17-23-31-39-49(40-32-24-18-14-10-6-2)57-51(55)43-35-27-21-29-37-45-53(47-48-54)46-38-30-22-28-36-44-52(56)58-50(41-33-25-19-15-11-7-3)42-34-26-20-16-12-8-4/h49-50,54H,5-48H2,1-4H3",2,OPSIN;CIR
[0668],Compound 30,7-((2-Hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)heptyl 2-octyldecanoate,,,False,,C(CCCCCCC)C(C(=O)OCCCCCCCN(CCCCCCCC(=O)OCCCCCCCCC)CCO)CCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-24-31-40-49-43(47)35-28-21-17-22-29-36-45(38-39-46)37-30-23-18-25-32-41-50-44(48)42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",,"InChI=1S/C44H87NO5/c1-4-7-10-13-16-24-31-40-49-43(47)35-28-21-17-22-29-36-45(38-39-46)37-30-23-18-25-32-41-50-44(48)42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCOC(=O)C(CCCCCCCC)CCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-24-31-40-49-43(47)35-28-21-17-22-29-36-45(38-39-46)37-30-23-18-25-32-41-50-44(48)42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3","InChI=1/C44H87NO5/c1-4-7-10-13-16-24-31-40-49-43(47)35-28-21-17-22-29-36-45(38-39-46)37-30-23-18-25-32-41-50-44(48)42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",2,OPSIN;CIR
[0672],Compound 31,heptadecan-9-yl (Z)-8-((2-hydroxyethyl)(octadec-9-en-1-yl)amino) octanoate,,,False,,,,,,,,,0,
[0676],Compound 31,heptadecan-9-yl (Z)-8-((2-hydroxyethyl)(octadec-9-en-1-yl)amino) octanoate,,,False,"UPLC/ELSD: RT=3.83 min. MS (ES): m/z (MH+) 693.20 for C45H89NO3. 1H NMR (300 MHz, CDCl3) δ: ppm 5.37 (m, 2H); 4.89 (p, 1H); 3.58 (br. m, 2H); 2.72-2.43 (br. m, 5H); 2.30 (m, 2H), 2.05 (m, 4H); 1.71-1.03 (br. m, 63H), 0.90 (m, 9H).",,,,,,,,0,
[0676],Compound 32,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(pentadecan-7-yloxy)octyl)amino) octanoate,,,False,,,,,,,,,0,
[0680],Compound 33,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(tetradecan-6-yloxy)octyl)amino) octanoate,,,False,,,,,,,,,0,
[0684],Compound 34,dodecan-4-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,,,,,,,,,0,
