paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info,opsin_smiles,opsin_inchi,pubchem_smiles,pubchem_inchi,cir_smiles,cir_inchi,selected_inchi,selected_count,selected_sources
[0688],Compound 35,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(undecan-3-yloxy)octyl)amino) octanoate,,,False,,,,,,,,,0,
[0700],Compound 48,decan-2-yl 8-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl) amino)octanoate,,,False,,CCCCCCCCC(CCCCCCCC)OC(CCCCCCCN(CCCCCCCC(=O)OC(C)CCCCCCCC)CCO)=O,"InChI=1/C45H89NO5/c1-5-8-11-14-19-26-33-42(4)50-44(48)36-29-22-17-24-31-38-46(40-41-47)39-32-25-18-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3",,,CCCCCCCCC(C)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C45H89NO5/c1-5-8-11-14-19-26-33-42(4)50-44(48)36-29-22-17-24-31-38-46(40-41-47)39-32-25-18-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3","InChI=1/C45H89NO5/c1-5-8-11-14-19-26-33-42(4)50-44(48)36-29-22-17-24-31-38-46(40-41-47)39-32-25-18-23-30-37-45(49)51-43(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3",2,OPSIN;CIR
[0704],Compound 49,heptadecan-9-yl 8-((2-hydroxyethyl)(8-oxo-8-(undecan-3-yloxy)octyl) amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(OC(CC)CCCCCCCC)=O,"InChI=1/C46H91NO5/c1-5-9-12-15-20-27-34-43(8-4)51-45(49)37-30-23-18-25-32-39-47(41-42-48)40-33-26-19-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3",,,CCCCCCCCC(CC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C46H91NO5/c1-5-9-12-15-20-27-34-43(8-4)51-45(49)37-30-23-18-25-32-39-47(41-42-48)40-33-26-19-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3","InChI=1/C46H91NO5/c1-5-9-12-15-20-27-34-43(8-4)51-45(49)37-30-23-18-25-32-39-47(41-42-48)40-33-26-19-24-31-38-46(50)52-44(35-28-21-16-13-10-6-2)36-29-22-17-14-11-7-3/h43-44,48H,5-42H2,1-4H3",2,OPSIN;CIR
[0708],Compound 50,dodecan-4-yl 8-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl) amino)octanoate,,,False,,CCCCCCCCC(CCCCCCCC)OC(CCCCCCCN(CCCCCCCC(=O)OC(CCC)CCCCCCCC)CCO)=O,"InChI=1/C47H93NO5/c1-5-9-12-15-20-27-35-44(34-8-4)52-46(50)38-30-23-18-25-32-40-48(42-43-49)41-33-26-19-24-31-39-47(51)53-45(36-28-21-16-13-10-6-2)37-29-22-17-14-11-7-3/h44-45,49H,5-43H2,1-4H3",,,CCCCCCCCC(CCC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C47H93NO5/c1-5-9-12-15-20-27-35-44(34-8-4)52-46(50)38-30-23-18-25-32-40-48(42-43-49)41-33-26-19-24-31-39-47(51)53-45(36-28-21-16-13-10-6-2)37-29-22-17-14-11-7-3/h44-45,49H,5-43H2,1-4H3","InChI=1/C47H93NO5/c1-5-9-12-15-20-27-35-44(34-8-4)52-46(50)38-30-23-18-25-32-40-48(42-43-49)41-33-26-19-24-31-39-47(51)53-45(36-28-21-16-13-10-6-2)37-29-22-17-14-11-7-3/h44-45,49H,5-43H2,1-4H3",2,OPSIN;CIR
[0712],Compound 51,heptadecan-9-yl 8-((4-butoxy-4-oxobutyl)(2-hydroxyethyl)amino) octanoate,,,False,,,,,,,,,0,
[0716],Compound 51,heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(pentyloxy)butyl)amino) octanoate,,,False,"UPLC/ELSD: RT=3.05 min. MS (ES): m/z (MH+) 584.87 for C35H69NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.10 (t, 2H); 3.61 (br. m, 2H); 2.81-2.21 (br. m, 9H); 1.87 (br. m, 2H), 1.70-1.04 (m, 43H), 0.98-0.82 (m, 9H).",,,,,,,,0,
[0716],Compound 52,heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(pentyloxy)butyl)amino) octanoate,,,False,,,,,,,,,0,
[0720],Compound 53,heptadecan-9-yl 8-((4-(hexyloxy)-4-oxobutyl)(2-hydroxyethyl)amino) octanoate,,,False,,,,,,,,,0,
[0724],Compound 54,heptadecan-9-yl 8-((4-(heptyloxy)-4-oxobutyl)(2-hydroxyethyl)amino) octanoate,,,False,,,,,,,,,0,
[0728],Compound 55,heptadecan-9-yl 8-((4-((2-hexylcyclopropyl)methoxy)-4-oxobutyl)(2-hydroxyethyl) amino)octanoate,,,False,,C(CCCCC)C1C(C1)COC(CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO)=O,"InChI=1/C41H79NO5/c1-4-7-10-13-16-21-27-39(28-22-17-14-11-8-5-2)47-41(45)29-23-18-15-19-24-31-42(33-34-43)32-25-30-40(44)46-36-38-35-37(38)26-20-12-9-6-3/h37-39,43H,4-36H2,1-3H3",,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCC(=O)OCC1CC1CCCCCC,"InChI=1/C41H79NO5/c1-4-7-10-13-16-21-27-39(28-22-17-14-11-8-5-2)47-41(45)29-23-18-15-19-24-31-42(33-34-43)32-25-30-40(44)46-36-38-35-37(38)26-20-12-9-6-3/h37-39,43H,4-36H2,1-3H3","InChI=1/C41H79NO5/c1-4-7-10-13-16-21-27-39(28-22-17-14-11-8-5-2)47-41(45)29-23-18-15-19-24-31-42(33-34-43)32-25-30-40(44)46-36-38-35-37(38)26-20-12-9-6-3/h37-39,43H,4-36H2,1-3H3",2,OPSIN;CIR
[0732],Compound 56,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(tridecan-7-yloxy)octyl)amino) octanoate,,,False,,,,,,,,,0,
[0736],Compound 56,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(tridecan-7-yloxy)octyl)amino) octanoate,,,False,UPLC/ELSD: RT=3.28 min. MS (ES): m/z (MH+) 654.99 for C40H79NO5.,,,,,,,,0,
[0736],Compound 57,nonan-5-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (p, 1H); 4.08 (t, 2H); 3.60 (br. m, 2H); 2.77-2.40 (br. m, 5H); 2.30 (m, 4H); 1.78-0.99 (m, 55H); 0.90 (m, 9H).",,,,,,,,0,
[0740],Compound 58,heptan-4-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino) octanoate,,,False,,,,,,,,,0,
[0744],Compound 59,nonyl 8-((2-hydroxyethyl)(8-oxo-8-(pentan-3-yloxy)octyl)amino) octanoate,,,False,,,,,,,,,0,
[0756],Compound 61,"(5Z,12Z)-heptadeca-5,12-dien-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecyloxy)hexyl)amino)octanoate",,,False,,OCCN(CCCCCCCC(=O)OC(CC\C=C/CCCC)CC\C=C/CCCC)CCCCCC(OCCCCCCCCCCC)=O,"InChI=1/C44H83NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h14-15,20-21,42,46H,4-13,16-19,22-41H2,1-3H3/b20-14-,21-15-",,"InChI=1S/C44H83NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h14-15,20-21,42,46H,4-13,16-19,22-41H2,1-3H3/b20-14-,21-15-",CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CC\C=C/CCCC)CC\C=C/CCCC,"InChI=1/C44H83NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h14-15,20-21,42,46H,4-13,16-19,22-41H2,1-3H3/b20-14-,21-15-","InChI=1/C44H83NO5/c1-4-7-10-13-16-17-18-24-32-41-49-43(47)35-29-25-31-38-45(39-40-46)37-30-23-19-22-28-36-44(48)50-42(33-26-20-14-11-8-5-2)34-27-21-15-12-9-6-3/h14-15,20-21,42,46H,4-13,16-19,22-41H2,1-3H3/b20-14-,21-15-",2,OPSIN;CIR
[0760],Compound 65,1-Cyclopropylnonyl 8-((8-(heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate,,,False,,CCCCCCCCC(CCCCCCCC)OC(CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)C1CC1)CCO)=O,"InChI=1/C47H91NO5/c1-4-7-10-13-18-25-32-44(33-26-19-14-11-8-5-2)52-46(50)35-28-21-16-23-30-39-48(41-42-49)40-31-24-17-22-29-36-47(51)53-45(43-37-38-43)34-27-20-15-12-9-6-3/h43-45,49H,4-42H2,1-3H3",,"InChI=1S/C47H91NO5/c1-4-7-10-13-18-25-32-44(33-26-19-14-11-8-5-2)52-46(50)35-28-21-16-23-30-39-48(41-42-49)40-31-24-17-22-29-36-47(51)53-45(43-37-38-43)34-27-20-15-12-9-6-3/h43-45,49H,4-42H2,1-3H3",CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)C1CC1,"InChI=1/C47H91NO5/c1-4-7-10-13-18-25-32-44(33-26-19-14-11-8-5-2)52-46(50)35-28-21-16-23-30-39-48(41-42-49)40-31-24-17-22-29-36-47(51)53-45(43-37-38-43)34-27-20-15-12-9-6-3/h43-45,49H,4-42H2,1-3H3","InChI=1/C47H91NO5/c1-4-7-10-13-18-25-32-44(33-26-19-14-11-8-5-2)52-46(50)35-28-21-16-23-30-39-48(41-42-49)40-31-24-17-22-29-36-47(51)53-45(43-37-38-43)34-27-20-15-12-9-6-3/h43-45,49H,4-42H2,1-3H3",2,OPSIN;CIR
[0764],Compound 66,Heptadecan-9-yl 8-((2-hydroxyethyl)(8-oxo-8-((4-pentylcyclohexyl)oxy)octyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(OC1CCC(CC1)CCCCC)=O,"InChI=1/C46H89NO5/c1-4-7-10-12-16-23-30-43(31-24-17-13-11-8-5-2)51-45(49)32-25-18-14-20-27-38-47(40-41-48)39-28-21-15-19-26-33-46(50)52-44-36-34-42(35-37-44)29-22-9-6-3/h42-44,48H,4-41H2,1-3H3",,"InChI=1S/C46H89NO5/c1-4-7-10-12-16-23-30-43(31-24-17-13-11-8-5-2)51-45(49)32-25-18-14-20-27-38-47(40-41-48)39-28-21-15-19-26-33-46(50)52-44-36-34-42(35-37-44)29-22-9-6-3/h42-44,48H,4-41H2,1-3H3",CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC1CCC(CCCCC)CC1,"InChI=1/C46H89NO5/c1-4-7-10-12-16-23-30-43(31-24-17-13-11-8-5-2)51-45(49)32-25-18-14-20-27-38-47(40-41-48)39-28-21-15-19-26-33-46(50)52-44-36-34-42(35-37-44)29-22-9-6-3/h42-44,48H,4-41H2,1-3H3","InChI=1/C46H89NO5/c1-4-7-10-12-16-23-30-43(31-24-17-13-11-8-5-2)51-45(49)32-25-18-14-20-27-38-47(40-41-48)39-28-21-15-19-26-33-46(50)52-44-36-34-42(35-37-44)29-22-9-6-3/h42-44,48H,4-41H2,1-3H3",2,OPSIN;CIR
[0768],Compound 67,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-((4-pentylcyclohexyl)oxy)butyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCC(OC1CCC(CC1)CCCCC)=O,"InChI=1/C42H81NO5/c1-4-7-10-12-15-20-26-39(27-21-16-13-11-8-5-2)47-41(45)28-22-17-14-18-23-34-43(36-37-44)35-24-29-42(46)48-40-32-30-38(31-33-40)25-19-9-6-3/h38-40,44H,4-37H2,1-3H3",,"InChI=1S/C42H81NO5/c1-4-7-10-12-15-20-26-39(27-21-16-13-11-8-5-2)47-41(45)28-22-17-14-18-23-34-43(36-37-44)35-24-29-42(46)48-40-32-30-38(31-33-40)25-19-9-6-3/h38-40,44H,4-37H2,1-3H3",CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCC(=O)OC1CCC(CCCCC)CC1,"InChI=1/C42H81NO5/c1-4-7-10-12-15-20-26-39(27-21-16-13-11-8-5-2)47-41(45)28-22-17-14-18-23-34-43(36-37-44)35-24-29-42(46)48-40-32-30-38(31-33-40)25-19-9-6-3/h38-40,44H,4-37H2,1-3H3","InChI=1/C42H81NO5/c1-4-7-10-12-15-20-26-39(27-21-16-13-11-8-5-2)47-41(45)28-22-17-14-18-23-34-43(36-37-44)35-24-29-42(46)48-40-32-30-38(31-33-40)25-19-9-6-3/h38-40,44H,4-37H2,1-3H3",2,OPSIN;CIR
[0776],Compound 68,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-((4-pentylcyclohexyl)oxy)hexyl)amino)octanoate,,,False,UPLC/ELSD: RT=3.66 min. MS (ES): m/z (MH+) 708.9 for C44H85NO5.,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCC(OC1CCC(CC1)CCCCC)=O,"InChI=1/C44H85NO5/c1-4-7-10-12-15-21-28-41(29-22-16-13-11-8-5-2)49-43(47)30-23-17-14-18-25-36-45(38-39-46)37-26-19-24-31-44(48)50-42-34-32-40(33-35-42)27-20-9-6-3/h40-42,46H,4-39H2,1-3H3",,"InChI=1S/C44H85NO5/c1-4-7-10-12-15-21-28-41(29-22-16-13-11-8-5-2)49-43(47)30-23-17-14-18-25-36-45(38-39-46)37-26-19-24-31-44(48)50-42-34-32-40(33-35-42)27-20-9-6-3/h40-42,46H,4-39H2,1-3H3",CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCO)CCCCCC(=O)OC1CCC(CCCCC)CC1,"InChI=1/C44H85NO5/c1-4-7-10-12-15-21-28-41(29-22-16-13-11-8-5-2)49-43(47)30-23-17-14-18-25-36-45(38-39-46)37-26-19-24-31-44(48)50-42-34-32-40(33-35-42)27-20-9-6-3/h40-42,46H,4-39H2,1-3H3","InChI=1/C44H85NO5/c1-4-7-10-12-15-21-28-41(29-22-16-13-11-8-5-2)49-43(47)30-23-17-14-18-25-36-45(38-39-46)37-26-19-24-31-44(48)50-42-34-32-40(33-35-42)27-20-9-6-3/h40-42,46H,4-39H2,1-3H3",2,OPSIN;CIR
[0776],Compound 69,"Heptadecan-9-yl 8-((2,3-dihydroxypropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,,OC(CN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)CO,"InChI=1/C45H89NO6/c1-4-7-10-13-16-25-32-39-51-44(49)35-28-21-17-23-30-37-46(40-42(48)41-47)38-31-24-18-22-29-36-45(50)52-43(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42-43,47-48H,4-41H2,1-3H3",,"InChI=1S/C45H89NO6/c1-4-7-10-13-16-25-32-39-51-44(49)35-28-21-17-23-30-37-46(40-42(48)41-47)38-31-24-18-22-29-36-45(50)52-43(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42-43,47-48H,4-41H2,1-3H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CC(O)CO,"InChI=1/C45H89NO6/c1-4-7-10-13-16-25-32-39-51-44(49)35-28-21-17-23-30-37-46(40-42(48)41-47)38-31-24-18-22-29-36-45(50)52-43(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42-43,47-48H,4-41H2,1-3H3","InChI=1/C45H89NO6/c1-4-7-10-13-16-25-32-39-51-44(49)35-28-21-17-23-30-37-46(40-42(48)41-47)38-31-24-18-22-29-36-45(50)52-43(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42-43,47-48H,4-41H2,1-3H3",2,OPSIN;CIR
[0780],Compound 70,Heptadecan-9-yl 8-((4-(decan-2-yloxy)-4-oxobutyl)(2-hydroxyethyl)amino)octanoate,,,False,,CC(CCCCCCCC)OC(CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO)=O,"InChI=1/C41H81NO5/c1-5-8-11-14-18-23-29-38(4)46-40(44)33-28-35-42(36-37-43)34-27-22-17-21-26-32-41(45)47-39(30-24-19-15-12-9-6-2)31-25-20-16-13-10-7-3/h38-39,43H,5-37H2,1-4H3",,"InChI=1S/C41H81NO5/c1-5-8-11-14-18-23-29-38(4)46-40(44)33-28-35-42(36-37-43)34-27-22-17-21-26-32-41(45)47-39(30-24-19-15-12-9-6-2)31-25-20-16-13-10-7-3/h38-39,43H,5-37H2,1-4H3",CCCCCCCCC(C)OC(=O)CCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C41H81NO5/c1-5-8-11-14-18-23-29-38(4)46-40(44)33-28-35-42(36-37-43)34-27-22-17-21-26-32-41(45)47-39(30-24-19-15-12-9-6-2)31-25-20-16-13-10-7-3/h38-39,43H,5-37H2,1-4H3","InChI=1/C41H81NO5/c1-5-8-11-14-18-23-29-38(4)46-40(44)33-28-35-42(36-37-43)34-27-22-17-21-26-32-41(45)47-39(30-24-19-15-12-9-6-2)31-25-20-16-13-10-7-3/h38-39,43H,5-37H2,1-4H3",2,OPSIN;CIR
[0784],Compound 71,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(tetradecan-6-yloxy)butyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCC(OC(CCCCC)CCCCCCCC)=O,"InChI=1/C45H89NO5/c1-5-9-13-16-20-26-33-42(32-25-12-8-4)51-45(49)37-31-39-46(40-41-47)38-30-24-19-23-29-36-44(48)50-43(34-27-21-17-14-10-6-2)35-28-22-18-15-11-7-3/h42-43,47H,5-41H2,1-4H3",,"InChI=1S/C45H89NO5/c1-5-9-13-16-20-26-33-42(32-25-12-8-4)51-45(49)37-31-39-46(40-41-47)38-30-24-19-23-29-36-44(48)50-43(34-27-21-17-14-10-6-2)35-28-22-18-15-11-7-3/h42-43,47H,5-41H2,1-4H3",CCCCCCCCC(CCCCC)OC(=O)CCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C45H89NO5/c1-5-9-13-16-20-26-33-42(32-25-12-8-4)51-45(49)37-31-39-46(40-41-47)38-30-24-19-23-29-36-44(48)50-43(34-27-21-17-14-10-6-2)35-28-22-18-15-11-7-3/h42-43,47H,5-41H2,1-4H3","InChI=1/C45H89NO5/c1-5-9-13-16-20-26-33-42(32-25-12-8-4)51-45(49)37-31-39-46(40-41-47)38-30-24-19-23-29-36-44(48)50-43(34-27-21-17-14-10-6-2)35-28-22-18-15-11-7-3/h42-43,47H,5-41H2,1-4H3",2,OPSIN;CIR
[0796],Compound 73,Heptadecan-9-yl 8-((2-hydroxyethyl)(4-oxo-4-(pentadecan-7-yloxy)butyl)amino)octanoate,,,False,MS (ES): m/z (MH+) 739.09 for C46H91NO5. UPLC/ELSD: RT=3.80 min.,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCC(OC(CCCCCC)CCCCCCCC)=O,"InChI=1/C46H91NO5/c1-5-9-13-17-21-27-34-43(33-26-16-12-8-4)52-46(50)38-32-40-47(41-42-48)39-31-25-20-24-30-37-45(49)51-44(35-28-22-18-14-10-6-2)36-29-23-19-15-11-7-3/h43-44,48H,5-42H2,1-4H3",,"InChI=1S/C46H91NO5/c1-5-9-13-17-21-27-34-43(33-26-16-12-8-4)52-46(50)38-32-40-47(41-42-48)39-31-25-20-24-30-37-45(49)51-44(35-28-22-18-14-10-6-2)36-29-23-19-15-11-7-3/h43-44,48H,5-42H2,1-4H3",CCCCCCCCC(CCCCCC)OC(=O)CCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C46H91NO5/c1-5-9-13-17-21-27-34-43(33-26-16-12-8-4)52-46(50)38-32-40-47(41-42-48)39-31-25-20-24-30-37-45(49)51-44(35-28-22-18-14-10-6-2)36-29-23-19-15-11-7-3/h43-44,48H,5-42H2,1-4H3","InChI=1/C46H91NO5/c1-5-9-13-17-21-27-34-43(33-26-16-12-8-4)52-46(50)38-32-40-47(41-42-48)39-31-25-20-24-30-37-45(49)51-44(35-28-22-18-14-10-6-2)36-29-23-19-15-11-7-3/h43-44,48H,5-42H2,1-4H3",2,OPSIN;CIR
[0796],Compound 74,Heptadecan-9-yl 8-((4-(dodecan-4-yloxy)-4-oxobutyl)(2-hydroxyethyl)amino)octanoate,,,False,,CCCC(CCCCCCCC)OC(CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO)=O,"InChI=1/C43H85NO5/c1-5-9-12-15-19-24-31-40(30-8-4)48-43(47)35-29-37-44(38-39-45)36-28-23-18-22-27-34-42(46)49-41(32-25-20-16-13-10-6-2)33-26-21-17-14-11-7-3/h40-41,45H,5-39H2,1-4H3",,"InChI=1S/C43H85NO5/c1-5-9-12-15-19-24-31-40(30-8-4)48-43(47)35-29-37-44(38-39-45)36-28-23-18-22-27-34-42(46)49-41(32-25-20-16-13-10-6-2)33-26-21-17-14-11-7-3/h40-41,45H,5-39H2,1-4H3",CCCCCCCCC(CCC)OC(=O)CCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C43H85NO5/c1-5-9-12-15-19-24-31-40(30-8-4)48-43(47)35-29-37-44(38-39-45)36-28-23-18-22-27-34-42(46)49-41(32-25-20-16-13-10-6-2)33-26-21-17-14-11-7-3/h40-41,45H,5-39H2,1-4H3","InChI=1/C43H85NO5/c1-5-9-12-15-19-24-31-40(30-8-4)48-43(47)35-29-37-44(38-39-45)36-28-23-18-22-27-34-42(46)49-41(32-25-20-16-13-10-6-2)33-26-21-17-14-11-7-3/h40-41,45H,5-39H2,1-4H3",2,OPSIN;CIR
[0800],Compound 75,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecan-3-yloxy)hexyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCC(OC(CC)CCCCCCCC)=O,"InChI=1/C44H87NO5/c1-5-9-12-15-19-25-32-41(8-4)49-43(47)36-29-24-31-38-45(39-40-46)37-30-23-18-22-28-35-44(48)50-42(33-26-20-16-13-10-6-2)34-27-21-17-14-11-7-3/h41-42,46H,5-40H2,1-4H3",,"InChI=1S/C44H87NO5/c1-5-9-12-15-19-25-32-41(8-4)49-43(47)36-29-24-31-38-45(39-40-46)37-30-23-18-22-28-35-44(48)50-42(33-26-20-16-13-10-6-2)34-27-21-17-14-11-7-3/h41-42,46H,5-40H2,1-4H3",CCCCCCCCC(CC)OC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C44H87NO5/c1-5-9-12-15-19-25-32-41(8-4)49-43(47)36-29-24-31-38-45(39-40-46)37-30-23-18-22-28-35-44(48)50-42(33-26-20-16-13-10-6-2)34-27-21-17-14-11-7-3/h41-42,46H,5-40H2,1-4H3","InChI=1/C44H87NO5/c1-5-9-12-15-19-25-32-41(8-4)49-43(47)36-29-24-31-38-45(39-40-46)37-30-23-18-22-28-35-44(48)50-42(33-26-20-16-13-10-6-2)34-27-21-17-14-11-7-3/h41-42,46H,5-40H2,1-4H3",2,OPSIN;CIR
[0804],Compound 79,Nonyl 8-((2-hydroxyethyl)(8-oxo-8-((4-pentylcyclohexyl)oxy)octyl)amino)octanoate,,,False,,OCCN(CCCCCCCC(=O)OCCCCCCCCC)CCCCCCCC(OC1CCC(CC1)CCCCC)=O,"InChI=1/C38H73NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h35-36,40H,3-34H2,1-2H3",,"InChI=1S/C38H73NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h35-36,40H,3-34H2,1-2H3",CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC1CCC(CCCCC)CC1,"InChI=1/C38H73NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h35-36,40H,3-34H2,1-2H3","InChI=1/C38H73NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h35-36,40H,3-34H2,1-2H3",2,OPSIN;CIR
[0808],Compound 80,"[1,1′-Bi(cyclohexan)]-4-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,,OCCN(CCCCCCCC(=O)OC1CCC(CC1)C1CCCCC1)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C39H73NO5/c1-2-3-4-5-6-13-21-34-44-38(42)24-17-9-7-11-19-30-40(32-33-41)31-20-12-8-10-18-25-39(43)45-37-28-26-36(27-29-37)35-22-15-14-16-23-35/h35-37,41H,2-34H2,1H3",,,CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)OC1CCC(CC1)C2CCCCC2,"InChI=1/C39H73NO5/c1-2-3-4-5-6-13-21-34-44-38(42)24-17-9-7-11-19-30-40(32-33-41)31-20-12-8-10-18-25-39(43)45-37-28-26-36(27-29-37)35-22-15-14-16-23-35/h35-37,41H,2-34H2,1H3","InChI=1/C39H73NO5/c1-2-3-4-5-6-13-21-34-44-38(42)24-17-9-7-11-19-30-40(32-33-41)31-20-12-8-10-18-25-39(43)45-37-28-26-36(27-29-37)35-22-15-14-16-23-35/h35-37,41H,2-34H2,1H3",2,OPSIN;CIR
