"Index","LNP_ID","Experiment_ID","Formulation_ID","IL_name_x","IL_SMILES","IL_protonated_SMILES","IL_head_name","IL_head_SMILES","IL_linker_name","IL_linker_SMILES","IL_tail1_name","IL_tail1_SMILES","IL_tail2_name","IL_tail2_SMILES","IL_tail3_name","IL_tail3_SMILES","IL_tail4_name","IL_tail4_SMILES","IL_molratio_x","IL_to_nucleicacid_massratio","IL_to_nucleicacid_chargeratio","HL_name_x","HL_SMILES","HL_molratio_x","CHL_name_x","CHL_SMILES","CHL_molratio_x","PEG_name_x","PEG_SMILES","PEG_molratio_x","fifthcomponent_name","fifthcomponent_SMILES","fifthcomponent_molratio","Aqueous_buffer","Dialysis_buffer","Mixing_method","Model","Model_type","Model_target","Route_of_administration","Cargo","Cargo_type","Dose_ug_nucleicacid","Experiment_method","Experiment_batching","Experiment_value","Publication_link","Publication_PMID","Heavy.Atoms","Rings","Aromatic.Rings","Rotatable.Bonds","van.der.Waals.Molecular.Volume","Topological.Polar.Surface.Area","Hydrogen.Bond.Donors","Hydrogen.Bond.Acceptors","LogP","Molar.Refractivity","Fraction.sp3.Carbons","sp3.Carbons","Nitrogen.Count","Molecular.Weight","has_ester","has_carbonate","has_disulfide","0","1","2","lnpdb_row_id","IL_name_y","HL_name_y","CHL_name_y","PEG_name_y","IL_molratio_y","HL_molratio_y","CHL_molratio_y","PEG_molratio_y","count_lnpdb","matched_id"
13115,"LNP_0013115","LX_2024","LX_2024_F94","7-A2-7b","CCCCCC(C)C(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)C(C)CCCCC)c1","CCCCCC(C)C(=O)Oc1cc(CNCC[N+](CC)(CC)[H])cc(OC(=O)C(C)CCCCC)c1",7,"CCN(CC)CCN",,,"A2_T7b","CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.086256845,"https://www.nature.com/articles/s41467-024-45422-9",38424061,35,1,1,19,490.3770581,67.87,1,6,6.3616,143.8187,0.724137931,2,2,490.729,"True","False","False","7","A2","T7b","Row93","7-A2-7b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row134"
13116,"LNP_0013116","LX_2024","LX_2024_F95","7-A2-7b2","CCCCC(CC)C(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)C(CC)CCCC)c1","CCCCC(CC)C(=O)Oc1cc(CNCC[N+](CC)(CC)[H])cc(OC(=O)C(CC)CCCC)c1",7,"CCN(CC)CCN",,,"A2_T7b2","CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.187111924,"https://www.nature.com/articles/s41467-024-45422-9",38424061,35,1,1,19,490.3770581,67.87,1,6,6.3616,143.8187,0.724137931,2,2,490.729,"True","False","False","7","A2","T7b2","Row94","7-A2-7b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row135"
13117,"LNP_0013117","LX_2024","LX_2024_F96","7-A2-8","CCCCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCCCC)c1","CCCCCCCCC(=O)Oc1cc(CNCC[N+](CC)(CC)[H])cc(OC(=O)CCCCCCCC)c1",7,"CCN(CC)CCN",,,"A2_T8","CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.551147621,"https://www.nature.com/articles/s41467-024-45422-9",38424061,37,1,1,23,518.4083582,67.87,1,6,7.43,153.1927,0.741935484,0,2,518.783,"True","False","False","7","A2","T8","Row95","7-A2-8","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row136"
13119,"LNP_0013119","LX_2024","LX_2024_F98","7-A2-9","CCCCCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCCCCC)c1","CCCCCCCCCC(=O)Oc1cc(CNCC[N+](CC)(CC)[H])cc(OC(=O)CCCCCCCCC)c1",7,"CCN(CC)CCN",,,"A2_T9","CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.280574781,"https://www.nature.com/articles/s41467-024-45422-9",38424061,39,1,1,25,546.4396583,67.87,1,6,8.2102,162.4267,0.757575758,0,2,546.837,"True","False","False","7","A2","T9","Row97","7-A2-9","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row138"
13120,"LNP_0013120","LX_2024","LX_2024_F99","7-A2-9b","CCCCCC(C)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(C)CCCCC)c1","CCCCCC(C)CCC(=O)Oc1cc(CNCC[N+](CC)(CC)[H])cc(OC(=O)CCC(C)CCCCC)c1",7,"CCN(CC)CCN",,,"A2_T9b","CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.842401367,"https://www.nature.com/articles/s41467-024-45422-9",38424061,39,1,1,23,546.4396583,67.87,1,6,7.922,162.2867,0.757575758,2,2,546.837,"True","False","False","7","A2","T9b","Row98","7-A2-9b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row139"
13121,"LNP_0013121","LX_2024","LX_2024_F100","7-A2-9b2","CCCCC(CC)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(CC)CCCC)c1","CCCCC(CC)CCC(=O)Oc1cc(CNCC[N+](CC)(CC)[H])cc(OC(=O)CCC(CC)CCCC)c1",7,"CCN(CC)CCN",,,"A2_T9b2","CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.6416825,"https://www.nature.com/articles/s41467-024-45422-9",38424061,39,1,1,23,546.4396583,67.87,1,6,7.922,162.2867,0.757575758,2,2,546.837,"True","False","False","7","A2","T9b2","Row99","7-A2-9b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row140"
13122,"LNP_0013122","LX_2024","LX_2024_F101","7-A3-6b","CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN(CC)CC)c(OC(=O)C(C)CCCC)c1","CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCC[N+](CC)(CC)[H])c(OC(=O)C(C)CCCC)c1",7,"CCN(CC)CCN",,,"A3_T6b","CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",0.484505377,"https://www.nature.com/articles/s41467-024-45422-9",38424061,42,1,1,22,590.4294876,94.17,1,8,7.3131,168.9087,0.735294118,3,2,590.846,"True","False","False","7","A3","T6b","Row100","7-A3-6b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row141"
13124,"LNP_0013124","LX_2024","LX_2024_F103","7-A3-7b2","CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN(CC)CC)c(OC(=O)C(CC)CCCC)c1","CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCC[N+](CC)(CC)[H])c(OC(=O)C(CC)CCCC)c1",7,"CCN(CC)CCN",,,"A3_T7b2","CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.254538724,"https://www.nature.com/articles/s41467-024-45422-9",38424061,45,1,1,25,632.4764378,94.17,1,8,8.4834,182.7597,0.756756757,3,2,632.927,"True","False","False","7","A3","T7b2","Row102","7-A3-7b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row143"
13127,"LNP_0013127","LX_2024","LX_2024_F106","8-A2-6","CCCCCCC(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)CCCCCC)c1","CCCCCCC(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)CCCCCC)c1",8,"CCN(CC)CCCN",,,"A2_T6","CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",0.51994519,"https://www.nature.com/articles/s41467-024-45422-9",38424061,34,1,1,20,476.361408,67.87,1,6,6.2597,139.3417,0.714285714,0,2,476.702,"True","False","False","8","A2","T6","Row105","8-A2-6","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row146"
13128,"LNP_0013128","LX_2024","LX_2024_F107","8-A2-6b","CCCCC(C)C(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)C(C)CCCC)c1","CCCCC(C)C(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)C(C)CCCC)c1",8,"CCN(CC)CCCN",,,"A2_T6b","CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",0.047012653,"https://www.nature.com/articles/s41467-024-45422-9",38424061,34,1,1,18,476.361408,67.87,1,6,5.9715,139.2017,0.714285714,2,2,476.702,"True","False","False","8","A2","T6b","Row106","8-A2-6b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row147"
13129,"LNP_0013129","LX_2024","LX_2024_F108","8-A2-7","CCCCCCCC(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)CCCCCCC)c1","CCCCCCCC(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)CCCCCCC)c1",8,"CCN(CC)CCCN",,,"A2_T7","CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.794484551,"https://www.nature.com/articles/s41467-024-45422-9",38424061,36,1,1,22,504.3927081,67.87,1,6,7.0399,148.5757,0.733333333,0,2,504.756,"True","False","False","8","A2","T7","Row107","8-A2-7","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row148"
13132,"LNP_0013132","LX_2024","LX_2024_F111","8-A2-8","CCCCCCCCC(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)CCCCCCCC)c1","CCCCCCCCC(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)CCCCCCCC)c1",8,"CCN(CC)CCCN",,,"A2_T8","CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.664409154,"https://www.nature.com/articles/s41467-024-45422-9",38424061,38,1,1,24,532.4240083,67.87,1,6,7.8201,157.8097,0.75,0,2,532.81,"True","False","False","8","A2","T8","Row110","8-A2-8","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row151"
13134,"LNP_0013134","LX_2024","LX_2024_F113","8-A2-9","CCCCCCCCCC(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)CCCCCCCCC)c1","CCCCCCCCCC(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)CCCCCCCCC)c1",8,"CCN(CC)CCCN",,,"A2_T9","CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.328186832,"https://www.nature.com/articles/s41467-024-45422-9",38424061,40,1,1,26,560.4553084,67.87,1,6,8.6003,167.0437,0.764705882,0,2,560.864,"True","False","False","8","A2","T9","Row112","8-A2-9","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row153"
13135,"LNP_0013135","LX_2024","LX_2024_F114","8-A2-9b","CCCCCC(C)CCC(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)CCC(C)CCCCC)c1","CCCCCC(C)CCC(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)CCC(C)CCCCC)c1",8,"CCN(CC)CCCN",,,"A2_T9b","CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.863793729,"https://www.nature.com/articles/s41467-024-45422-9",38424061,40,1,1,24,560.4553084,67.87,1,6,8.3121,166.9037,0.764705882,2,2,560.864,"True","False","False","8","A2","T9b","Row113","8-A2-9b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row154"
13136,"LNP_0013136","LX_2024","LX_2024_F115","8-A2-9b2","CCCCC(CC)CCC(=O)Oc1cc(CNCCCN(CC)CC)cc(OC(=O)CCC(CC)CCCC)c1","CCCCC(CC)CCC(=O)Oc1cc(CNCCC[N+](CC)(CC)[H])cc(OC(=O)CCC(CC)CCCC)c1",8,"CCN(CC)CCCN",,,"A2_T9b2","CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.705649174,"https://www.nature.com/articles/s41467-024-45422-9",38424061,40,1,1,24,560.4553084,67.87,1,6,8.3121,166.9037,0.764705882,2,2,560.864,"True","False","False","8","A2","T9b2","Row114","8-A2-9b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row155"
